Name,Hash,Id,Tag,Rarity,Tier,Type,Source,Category,Element,Ammo,Power,Archetype,Masterwork Type,Masterwork Tier,Owner,Locked,Equipped,Holofoil,Year,Season,Event,Recoil,AA,Impact,Range,Zoom,Blast Radius,Velocity,Persistence,Stability,ROF,Reload,Mag,Handling,Charge Time,Draw Time,Accuracy,Charge Rate,Guard Resistance,Guard Endurance,Swing Speed,Shield Duration,Airborne Effectiveness,Ammo Generation,Heat Generated,Cooling Efficiency,Crafted,Crafted Level,Kill Tracker,Foundry,Loadouts,Notes,Perks 0,Perks 1,Perks 2,Perks 3,Perks 4,Perks 5,Perks 6,Perks 7,Perks 8,Perks 9,Perks 10,Perks 11,Perks 12,Perks 13,Perks 14,Perks 15,Perks 16,Perks 17,Perks 18
Edge Transit,568611923,"""6917530009092336682""",,Legendary,0,Grenade Launcher,brave,Power,Void,heavy,10,Adaptive Frame,Velocity,5,Titan(10),false,false,false,6,23,,70,62,0,0,13,60,27,0,47,120,69,6,42,0,0,0,0,0,0,0,0,6,38,0,0,false,0,0,,,,Adaptive Frame*,Confined Launch*,Hard Launch,Alloy Casing*,Mini Frags,Chain Reaction*,Destabilizing Rounds*,Indomitability*,Kill Tracker,Tier 5: Velocity*,,,,,,,,,
Edge Transit,568611923,"""6917530014441732841""",,Legendary,0,Grenade Launcher,brave,Power,Void,heavy,10,Adaptive Frame,Handling,5,Vault,false,false,false,6,23,,70,62,0,0,13,70,27,0,57,120,39,6,47,0,0,0,0,0,0,0,0,6,38,0,0,false,0,153,,,,Adaptive Frame*,Confined Launch*,Quick Launch,High-Explosive Ordnance*,Sticky Grenades,Cascade Point*,Explosive Light*,Indomitability*,Kill Tracker,Backup Mag*,Tier 5: Handling*,,,,,,,,
Eighty-Six,2344383760,"""6917530189637063259""",,Legendary,4,Sword,monumentoftriumph,Power,Strand,heavy,450,Vortex Frame,Impact,2,Vault,false,false,false,8,28,,0,0,61,0,0,0,0,0,0,0,0,70,0,0,0,0,20,0,94,40,0,0,0,0,0,false,0,0,,,,Vortex Frame*,Hungry Edge*,Jagged Edge,Tempered Edge,Enduring Guard*,Heavy Guard,Slice*,Relentless Strikes,Hatchling*,Chain Reaction,Bray Legacy*,Kill Tracker,Tier 2: Impact*,,,,,,
Eleatic Principle,105306149,"""6917529950102137021""",,Legendary,0,Machine Gun,seasonpass,Power,Arc,heavy,10,Rapid-Fire Frame,Stability,2,Vault,false,false,false,6,22,,60,67,25,31,16,0,0,0,51,900,64,75,65,0,0,0,0,0,0,0,0,19,43,0,0,false,0,171,,,,Rapid-Fire Frame*,Fluted Barrel*,Full Bore,Alloy Magazine,Ricochet Rounds*,Zen Moment*,Target Lock*,Head Rush*,Kill Tracker,Tier 2: Stability*,,,,,,,,,
Eleatic Principle,105306149,"""6917530018705547950""",,Legendary,0,Machine Gun,seasonpass,Power,Arc,heavy,10,Rapid-Fire Frame,Reload Speed,3,Vault,true,false,false,6,22,,90,67,25,26,16,0,0,0,34,900,67,89,60,0,0,0,0,0,0,0,0,19,43,0,0,false,0,4,,,,Rapid-Fire Frame*,Arrowhead Brake*,Chambered Compensator,Appended Mag*,High-Caliber Rounds,Well-Rounded*,Target Lock*,Head Rush*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,,,
Eleatic Principle,105306149,"""6917530025212072566""",,Legendary,0,Machine Gun,seasonpass,Power,Arc,heavy,10,Rapid-Fire Frame,,,Vault,false,false,false,6,22,,60,67,25,26,16,0,0,0,44,900,64,109,50,0,0,0,0,0,0,0,0,19,43,0,0,crafted,1,0,,,,Rapid-Fire Frame*,Polygonal Rifling*,Appended Mag*,Zen Moment*,Tap the Trigger*,Head Rush*,Kill Tracker,Backup Mag*,,,,,,,,,,,
Elsie's Rifle,3851176026,"""6917530014438526296""",favorite,Legendary,0,Pulse Rifle,brave,Energy,Void,primary,10,High-Impact Frame,Handling,10,Vault,false,false,true,6,23,,73,40,33,80,17,0,0,0,55,340,60,30,47,0,0,0,0,0,0,0,0,24,52,0,0,false,0,0,,,,High-Impact Frame*,Full Bore*,Ricochet Rounds*,Rewind Rounds*,Adrenaline Junkie*,Indomitability*,Kill Tracker,Masterworked: Handling*,BRAVE Elsie's Rifle*,,,,,,,,,,
Elsie's Rifle,2372514509,"""6917530018762788972""",favorite,Legendary,0,Pulse Rifle,brave,Energy,Void,primary,481,High-Impact Frame,Handling,10,Warlock(482),false,false,false,6,23,,73,40,33,70,17,0,0,0,55,340,60,39,52,0,0,0,0,0,0,0,0,24,52,0,0,crafted,13,159,,,,High-Impact Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Alloy Magazine*,Appended Mag,Keep Away*,Desperado*,Indomitability*,Kill Tracker,Backup Mag*,,,,,,,,,
Embraced Identity,2821677368,"""6917530022281425840""",,Legendary,0,Sniper Rifle,paleheart,Energy,Void,special,10,Adaptive Frame,Stability,1,Vault,false,false,false,7,24,,75,69,70,56,46,0,0,0,48,90,39,5,49,0,0,0,0,0,0,0,0,3,36,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Fluted Barrel,Appended Mag*,Tactical Mag,Reconstruction*,Fourth Time's the Charm*,Dealer's Choice*,Kill Tracker,Tier 1: Stability*,,,,,,,,,
Embraced Identity,2821677368,"""6917530022802195987""",,Legendary,0,Sniper Rifle,paleheart,Energy,Void,special,10,Adaptive Frame,Range,3,Vault,false,false,false,7,24,,85,69,70,54,46,0,0,0,52,90,39,4,39,0,0,0,0,0,0,0,0,3,36,0,0,false,0,0,,,,Adaptive Frame*,Chambered Compensator*,Polygonal Rifling,Alloy Magazine*,Flared Magwell,Demolitionist*,Box Breathing*,Dealer's Choice*,Kill Tracker,Tier 3: Range*,,,,,,,,,
Empirical Evidence,2607304614,"""6917529967840480948""",,Legendary,0,Sidearm,campaign,KineticSlot,Kinetic,primary,10,Heavy Burst,,,Vault,false,false,false,5,16,,98,86,56,59,12,0,0,0,45,325,39,24,34,0,0,0,0,0,0,0,0,21,30,0,0,crafted,4,383,,,,Heavy Burst*,Smallbore*,Flared Magwell*,Pulse Monitor*,Unrelenting*,Psychohack*,Kill Tracker,,,,,,,,,,,,
Empty Vessel,4255586669,"""6917529397492151081""",,Legendary,0,Grenade Launcher,strikes,Energy,Solar,special,10,Lightweight Frame,Reload Speed,4,Vault,false,false,false,4,14,,91,73,0,0,13,0,77,0,34,90,69,1,74,0,0,0,0,0,0,0,0,2,63,0,0,false,0,5,field-forged,,,Lightweight Frame*,Countermass,Smart Drift Control*,Disorienting Grenades*,Spike Grenades,Lead from Gold*,Disruption Break*,Kill Tracker,Quick Access Sling*,Tier 4: Reload Speed*,,,,,,,,,
Empty Vessel,4255586669,"""6917529416084941843""",,Legendary,0,Grenade Launcher,strikes,Energy,Solar,special,10,Lightweight Frame,Velocity,2,Vault,false,false,false,4,14,,76,73,0,0,13,100,79,0,39,90,65,1,64,0,0,0,0,0,0,0,0,2,63,0,0,false,0,0,field-forged,,,Lightweight Frame*,Linear Compensator*,Smart Drift Control,Spike Grenades*,Concussion Grenades,Ambitious Assassin*,Disruption Break*,Kill Tracker,Tier 2: Velocity*,,,,,,,,,,
Enyo-D,1601177201,"""6917529875352959313""",,Legendary,0,Submachine Gun,engram,KineticSlot,Kinetic,primary,10,Precision Frame,Handling,4,Vault,false,false,false,5,17,,97,55,25,49,15,0,0,0,52,600,28,31,24,0,0,0,0,0,0,0,0,13,24,0,0,false,0,0,hakke,,,Precision Frame*,Chambered Compensator*,Smallbore,Tactical Mag*,Alloy Magazine,Tunnel Vision*,Surrounded*,Häkke Breach Armaments*,Kill Tracker,Tier 4: Handling*,,,,,,,,,
Epochal Integration,1123421440,"""6917529902908088280""",,Legendary,0,Hand Cannon,neomuna,Energy,Solar,primary,10,Adaptive Frame,Handling,10,Hunter(60),false,false,false,6,21,,89,71,84,54,14,0,0,0,82,140,41,11,60,0,0,0,0,0,0,0,0,18,54,0,0,false,0,85,,,,Adaptive Frame*,Smallbore*,Ricochet Rounds*,Keep Away*,Stats for All,Eye of the Storm,Incandescent*,Harmonic Resonance,Nanotech Tracer Missiles*,Kill Tracker,Masterworked: Handling*,,,,,,,,
Erentil FR4,3027844941,"""6917529095138398619""",favorite,Legendary,0,Fusion Rifle,gunsmith,Energy,Void,special,10,High-Impact Frame,Range,10,Vault,true,false,false,2,4,,75,65,95,84,20,0,0,0,22,0,20,5,13,967,0,0,0,0,0,0,0,4,30,0,0,false,0,126,omolon,,,High-Impact Frame*,Transmission MS7*,Spark PS,Liquid Coils,Projection Fuse*,Under Pressure*,Backup Plan*,Crucible Tracker,Counterbalance Stock*,Masterworked: Range*,,,,,,,,,
Erentil FR4,3027844941,"""6917529096371695345""",favorite,Legendary,0,Fusion Rifle,gunsmith,Energy,Void,special,10,High-Impact Frame,Range,2,Vault,true,false,false,2,4,,75,65,95,76,20,0,0,0,22,0,20,5,13,967,0,0,0,0,0,0,0,4,30,0,0,false,0,0,omolon,,,High-Impact Frame*,Transmission MS7*,Spark PS,Liquid Coils,Projection Fuse*,Auto-Loading Holster*,Backup Plan*,Kill Tracker,Counterbalance Stock*,Tier 2: Range*,,,,,,,,,
Ergo Sum,1681583613,"""6917530021584389172""",,Exotic,0,Sword,paleheart,Energy,Void,special,10,Unplanned Reprieve,,,Vault,false,false,false,7,24,,0,0,58,0,0,0,0,0,0,0,0,51,0,0,0,0,30,80,0,40,0,0,0,0,0,false,0,0,,,,Unplanned Reprieve*,Enduring Blade*,Honed Edge,Tempered Edge,Burst Guard*,Heavy Guard,Vortex Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530022137710803""",,Exotic,0,Sword,paleheart,Energy,Arc,special,10,Arc Conductor,,,Vault,false,false,false,7,24,,0,0,60,0,0,0,0,0,0,0,0,48,0,0,0,0,30,80,0,40,0,0,0,0,0,false,0,36,,,,Arc Conductor*,Hungry Edge*,Enduring Blade,Honed Edge,Burst Guard*,Enduring Guard,Lightweight Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530022241652580""",,Exotic,0,Sword,paleheart,Energy,Solar,special,10,Gathering Light,,,Vault,false,false,false,7,24,,0,0,62,0,0,0,0,0,0,0,0,44,0,0,0,0,30,80,0,40,0,0,0,0,0,false,0,0,,,,Gathering Light*,Honed Edge*,Jagged Edge,Tempered Edge,Burst Guard*,Swordmaster's Guard,Caster Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530022278770978""",,Exotic,0,Sword,paleheart,Energy,Arc,special,10,Stormbringer,,,Vault,false,false,false,7,24,,0,0,60,0,0,0,0,0,0,0,0,48,0,0,0,0,30,80,0,40,0,0,0,0,0,false,0,0,,,,Stormbringer*,Hungry Edge*,Honed Edge,Jagged Edge,Burst Guard*,Heavy Guard,Vortex Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530022310279128""",,Exotic,0,Sword,paleheart,Energy,Void,special,10,Insectoid Robot Grenades,,,Vault,false,false,false,7,24,,0,0,62,0,0,0,0,0,0,0,0,44,0,0,0,0,30,0,90,40,0,0,0,0,0,false,0,25,,,,Insectoid Robot Grenades*,Honed Edge*,Jagged Edge,Tempered Edge,Enduring Guard*,Swordmaster's Guard,Caster Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530022791832195""",,Exotic,0,Sword,paleheart,Energy,Arc,special,10,Arc Conductor,,,Vault,false,false,false,7,24,,0,0,62,0,0,0,0,0,0,0,0,44,0,0,0,0,30,0,90,40,0,0,0,0,0,false,0,0,,,,Arc Conductor*,Honed Edge*,Jagged Edge,Tempered Edge,Enduring Guard*,Swordmaster's Guard,Caster Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530025482655686""",,Exotic,0,Sword,paleheart,Energy,Arc,special,10,Stormbringer,,,Vault,false,false,false,7,24,,0,0,60,0,0,0,0,0,0,0,0,48,0,0,0,0,30,0,90,40,0,0,0,0,0,false,0,0,,,,Stormbringer*,Hungry Edge*,Honed Edge,Jagged Edge,Enduring Guard*,Heavy Guard,Vortex Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530025714703552""",,Exotic,0,Sword,paleheart,Energy,Void,special,10,Insectoid Robot Grenades,,,Vault,false,false,false,7,24,,0,0,60,0,0,0,0,0,0,0,0,48,0,0,0,0,30,40,40,40,0,0,0,0,0,false,0,31,,,,Insectoid Robot Grenades*,Hungry Edge*,Enduring Blade,Jagged Edge,Balanced Guard*,Burst Guard,Lightweight Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Ergo Sum,1681583613,"""6917530029638210623""",,Exotic,0,Sword,paleheart,Energy,Void,special,10,Insectoid Robot Grenades,,,Vault,false,false,false,7,24,,0,0,60,0,0,0,0,0,0,0,0,48,0,0,0,0,30,80,0,40,0,0,0,0,0,false,0,0,,,,Insectoid Robot Grenades*,Hungry Edge*,Enduring Blade,Tempered Edge,Burst Guard*,Swordmaster's Guard,Vortex Frame*,Transcendent Duelist*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,
Eriana's Vow,3524313097,"""6917529202671491557""",,Exotic,0,Hand Cannon,,Energy,Solar,special,10,Looks Can Kill,,,Vault,false,false,false,3,8,,100,80,100,100,24,0,0,0,30,90,24,6,23,0,0,0,0,0,0,0,0,9,75,0,0,false,0,0,,,,Looks Can Kill*,Extended Barrel*,Accurized Rounds*,Death at First Glance*,Polymer Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Escape Velocity,1786797708,"""6917529173859825837""",favorite,Legendary,0,Submachine Gun,engram,KineticSlot,Kinetic,primary,10,Lightweight Frame,Range,4,Vault,true,false,false,3,10,,80,45,15,28,14,0,0,0,32,900,54,42,85,0,0,0,0,0,0,0,0,12,70,0,0,false,0,0,field-forged,,,Lightweight Frame*,IS 5 Circle*,Model 8 Red,Drop Mag*,Tactical Mag,Grave Robber*,Surrounded*,Kill Tracker,Tier 4: Range*,,,,,,,,,,
Eternal Blazon,3514096004,"""6917529356036534569""",,Legendary,0,Scout Rifle,engram,Energy,Arc,primary,10,Lightweight Frame,Reload Speed,2,Vault,true,false,false,4,13,,52,67,60,50,26,0,0,0,34,200,59,15,52,0,0,0,0,0,0,0,0,10,46,0,0,false,0,0,omolon,,,Lightweight Frame*,Impulse MS3*,Spark PS,High-Caliber Rounds*,Flared Magwell,Overflow*,Rangefinder*,Kill Tracker,Tier 2: Reload Speed*,,,,,,,,,,
Eternity's Edge,2782325301,"""6917529415666977841""",,Legendary,0,Sword,engram,Power,Solar,heavy,10,Vortex Frame,Impact,2,Vault,true,false,false,4,14,,0,0,61,0,0,0,0,0,0,0,0,73,0,0,0,0,20,40,100,40,0,0,0,0,0,false,0,0,,,,Vortex Frame*,Hungry Edge*,Honed Edge,Jagged Edge,Infinite Guard*,Relentless Strikes*,Surrounded*,Kill Tracker,Tier 2: Impact*,,,,,,,,,,
Ex Diris,3821409356,"""6917529957349682407""",,Exotic,0,Grenade Launcher,seasonpass,Energy,Arc,special,10,Corrupted Nucleosynthesis,,,Vault,false,false,false,6,22,,58,71,0,0,13,22,10,0,36,90,69,1,59,0,0,0,0,0,0,0,0,4,70,0,0,false,0,3,,,,Corrupted Nucleosynthesis*,Volatile Launch*,Nucleosynthetic Magazine*,Loyal Moths*,Hand-Laid Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Explosive Personality,4096943616,"""6917529702037799368""",,Legendary,0,Grenade Launcher,psiops,Energy,Solar,special,10,Wave Frame,Blast Radius,1,Vault,true,false,false,5,16,,71,67,0,0,13,66,77,0,23,72,78,1,63,0,0,0,0,0,0,0,0,1,62,0,0,false,0,16,,,,Wave Frame*,Volatile Launch*,Quick Launch,High-Velocity Rounds*,Implosion Rounds,Stats for All*,Golden Tricorn*,Land Tank*,Kill Tracker,Tier 1: Blast Radius*,,,,,,,,,
Extraordinary Rendition,1097616550,"""6917529321651596825""",favorite,Legendary,0,Submachine Gun,battlegrounds,KineticSlot,Kinetic,primary,10,Aggressive Frame,Stability,6,Vault,true,false,false,4,13,,97,34,22,42,15,0,0,0,24,720,37,31,70,0,0,0,0,0,0,0,0,12,35,0,0,false,0,0,,,,Aggressive Frame*,Fluted Barrel*,Hammer-Forged Rifling,Appended Mag,Flared Magwell*,Overflow*,Rampage*,Kill Tracker,Tier 6: Stability*,,,,,,,,,,
Extraordinary Rendition,1097616550,"""6917529341711571470""",,Legendary,0,Submachine Gun,battlegrounds,KineticSlot,Kinetic,primary,10,Aggressive Frame,Range,10,Vault,false,false,false,4,13,,97,34,22,62,15,0,0,0,13,720,22,35,70,0,0,0,0,0,0,0,0,12,35,0,0,false,0,176,,,,Aggressive Frame*,Fluted Barrel*,Polygonal Rifling,Accurized Rounds*,Tactical Mag,Outlaw*,Frenzy*,Kill Tracker,Backup Mag*,Masterworked: Range*,,,,,,,,,
Eyasluna,235827225,"""6917529841480424667""",,Legendary,0,Hand Cannon,,KineticSlot,Stasis,primary,10,Adaptive Frame,Range,1,Vault,false,false,false,4,15,,96,85,84,62,14,0,0,0,64,140,55,11,49,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Adaptive Frame*,HitMark HCS*,Crossfire HCS,Armor-Piercing Rounds,Light Mag*,Rangefinder*,Snapshot Sights*,Kill Tracker,Tier 1: Range*,,,,,,,,,,
Eyasluna,235827225,"""6917529890065699607""",,Legendary,0,Hand Cannon,,KineticSlot,Stasis,primary,10,Adaptive Frame,Reload Speed,1,Vault,false,false,false,4,15,,96,85,84,56,14,0,0,0,69,140,46,11,64,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,Adaptive Frame*,Fastdraw HCS*,Sureshot HCS,Armor-Piercing Rounds*,Flared Magwell,Rangefinder*,Kill Clip*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,,,
Fafnir,2197778303,"""6917530188847022102""",,Exotic,1,Linear Fusion Rifle,monumentoftriumph,Power,Void,heavy,415,Quantum Nova,,,Vault,false,false,false,8,28,,33,65,70,70,18,0,0,0,53,0,27,3,22,1066,0,0,0,0,0,0,0,14,29,0,0,false,0,0,,,,Quantum Nova*,Hammer-Forged Rifling*,Projection Fuse*,Subatomic Distortion*,Hand-Laid Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Fair Judgment,4113452819,"""6917530192707010418""",,Legendary,4,Auto Rifle,monumentoftriumph,KineticSlot,Stasis,primary,472,Precision Frame,Handling,3,Vault,false,false,false,8,28,,72,34,29,71,16,0,0,0,45,450,25,39,48,0,0,0,0,0,0,0,0,27,51,0,0,false,0,0,,,,Precision Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Extended Mag*,Ricochet Rounds,Dynamic Sway Reduction*,Deconstruct,Tap the Trigger*,Kill Clip,Vanguard Determination*,Kill Tracker,Tier 3: Handling*,,,,,,,
Faith-Keeper,4195186942,"""6917530024341744893""",,Legendary,0,Rocket Launcher,echoes,Power,Void,heavy,10,Precision Frame,Reload Speed,1,Vault,false,false,false,7,24,,66,57,0,0,20,50,47,0,33,15,24,1,36,0,0,0,0,0,0,0,0,6,36,0,0,false,0,0,,,,Precision Frame*,Volatile Launch*,Hard Launch,Black Powder*,High-Velocity Rounds,Impulse Amplifier*,Explosive Light*,Radiolaria Transposer*,Kill Tracker,Tier 1: Reload Speed*,,,,,,,,,
Falling Guillotine,614426548,"""6917529206020234827""",favorite,Legendary,0,Sword,seasonpass,Power,Void,heavy,10,Vortex Frame,Impact,10,Titan(10),true,false,false,3,11,,0,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,30,10,40,40,0,0,0,0,0,false,0,814,,,,Vortex Frame*,Enduring Blade,Honed Edge*,Tempered Edge,Enduring Guard,Swordmaster's Guard*,Relentless Strikes*,Surrounded,Whirlwind Blade*,Kill Tracker,Masterworked: Impact*,,,,,,,,
False Promises,3143732432,"""6917529218599638590""",favorite,Legendary,0,Auto Rifle,contact,KineticSlot,Kinetic,primary,10,High-Impact Frame,Reload Speed,3,Vault,true,false,false,3,11,,96,52,31,77,20,0,0,0,39,400,41,31,30,0,0,0,0,0,0,0,0,10,54,0,0,false,0,0,,,,High-Impact Frame*,Chambered Compensator*,Extended Barrel,Appended Mag,High-Caliber Rounds*,Subsistence*,Rampage*,Kill Tracker,Tier 3: Reload Speed*,,,,,,,,,,
Far Future,893527433,"""6917529271258176739""",,Legendary,0,Sniper Rifle,battlegrounds,Energy,Solar,special,10,Adaptive Frame,Range,1,Vault,false,false,false,4,13,,52,62,70,54,45,0,0,0,63,90,42,4,41,0,0,0,0,0,0,0,0,9,30,0,0,false,0,0,,,,Adaptive Frame*,Hammer-Forged Rifling*,Polygonal Rifling,Steady Rounds*,Alloy Magazine,Auto-Loading Holster*,Demolitionist*,Kill Tracker,Tier 1: Range*,,,,,,,,,,
Far Future,893527433,"""6917529416173967269""",,Legendary,0,Sniper Rifle,battlegrounds,Energy,Solar,special,10,Adaptive Frame,Range,2,Vault,true,false,false,4,13,,52,62,70,55,45,0,0,0,53,90,42,5,46,0,0,0,0,0,0,0,0,2,30,0,0,false,0,0,,,,Adaptive Frame*,Corkscrew Rifling*,Full Bore,Appended Mag*,Steady Rounds,Surplus*,Demolitionist*,Kill Tracker,Tier 2: Range*,,,,,,,,,,
Farewell,541188001,"""6917529387858293953""",favorite,Legendary,0,Sidearm,servitor,KineticSlot,Kinetic,primary,10,Lightweight Frame,Range,1,Vault,false,false,false,4,14,,100,71,43,29,12,0,0,0,40,360,49,15,74,0,0,0,0,0,0,0,0,12,28,0,0,false,0,0,,,,Lightweight Frame*,Arrowhead Brake*,Chambered Compensator,Accurized Rounds*,Flared Magwell,Full Auto Trigger System*,Multikill Clip*,Kill Tracker,Tier 1: Range*,,,,,,,,,,
Father's Sins,3865728990,"""6917529883185147372""",,Legendary,0,Sniper Rifle,wellspring,Energy,Void,special,10,Rapid-Fire Frame,Stability,3,Vault,true,false,false,5,16,,53,73,55,46,35,0,0,0,24,140,55,7,61,0,0,0,0,0,0,0,0,1,48,0,0,false,0,0,,,,Rapid-Fire Frame*,Full Bore*,Hammer-Forged Rifling,Appended Mag*,Tactical Mag,Under Pressure*,Snapshot Sights*,Psychohack*,Kill Tracker,Tier 3: Stability*,,,,,,,,,
Felwinter's Lie,1179141605,"""6917529270936391716""",favorite,Legendary,0,Shotgun,rasputin,Energy,Solar,special,10,Shot Package,Range,10,Vault,false,false,false,3,10,,62,33,80,41,12,0,0,0,19,55,34,4,26,0,0,0,0,0,0,0,0,17,34,0,0,false,0,14,,,,Shot Package*,Full Choke*,Accurized Rounds*,Slideshot*,Surplus,Opening Shot*,Vorpal Weapon,Kill Tracker,Icarus Grip*,Masterworked: Range*,,,,,,,,,
Fighting Lion,3549153978,"""6917529094366363845""",,Exotic,0,Grenade Launcher,,Energy,Void,primary,455,Delayed Gratification,Reload Speed,10,Vault,true,false,false,1,1,,90,80,0,0,13,90,50,0,75,90,30,1,100,0,0,0,0,0,0,0,0,12,40,0,0,false,0,3599,,,,Delayed Gratification*,Countermass*,Implosion Rounds*,Thin the Herd*,Short-Action Stock*,Kill Tracker,Fighting Lion Catalyst*,,,,,,,,,,,,
Final Warning,3121540812,"""6917529891306746984""",,Exotic,0,Sidearm,exoticquest,KineticSlot,Strand,primary,459,All at Once,,,Vault,false,false,false,6,20,,60,88,35,45,12,0,0,0,66,450,48,21,47,1000,0,0,0,0,0,0,0,27,50,0,0,false,0,162,,,,All at Once*,Hammer-Forged Rifling*,Flared Magwell*,Pick Your Poison*,Combat Grip*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Finality's Auger,331231237,"""6917530189889725721""",,Exotic,0,Linear Fusion Rifle,dungeon,Power,Solar,heavy,458,Ruinscribe's Forge,,,Hunter(60),false,false,false,7,26,,100,65,41,50,25,0,0,0,55,0,30,6,56,533,0,0,0,0,0,0,0,11,39,0,0,false,0,20,,,,Ruinscribe's Forge*,Arrowhead Brake*,Particle Repeater*,Ruinscribe's Beacon*,Short-Action Stock*,Kill Tracker,Empty Catalyst Socket*,,,,,,,,,,,,
Fioritura-59,2566006935,"""6917529895724398190""",,Legendary,0,Sidearm,engram,Energy,Void,primary,10,Rapid-Fire Frame,Range,10,Vault,false,false,false,5,19,,95,59,35,32,12,0,0,0,73,450,57,16,68,0,0,0,0,0,0,0,0,23,63,0,0,false,0,0,suros,,,Rapid-Fire Frame*,Corkscrew Rifling,Fluted Barrel*,Appended Mag,Flared Magwell*,Threat Detector*,Golden Tricorn*,Suros Synergy*,Kill Tracker,Masterworked: Range*,,,,,,,,,
Firefright,2778013407,"""6917529891306747238""",,Legendary,0,Auto Rifle,seasonpass,KineticSlot,Kinetic,primary,10,Precision Frame,Range,1,Vault,false,false,false,5,17,,91,38,29,59,17,0,0,0,46,450,59,34,51,0,0,0,0,0,0,0,0,17,54,0,0,false,0,0,,,,Precision Frame*,Arrowhead Brake*,Polygonal Rifling,Extended Mag,Flared Magwell*,Hip-Fire Grip*,Surrounded*,Extrovert*,Kill Tracker,Tier 1: Range*,,,,,,,,,
"First In, Last Out",3616586446,"""6917529205973023619""",keep,Legendary,0,Shotgun,contact,Energy,Arc,special,10,Pinpoint Slug Frame,Reload Speed,2,Vault,false,false,false,3,11,,58,27,70,63,12,0,0,0,60,70,47,6,65,0,0,0,0,0,0,0,0,2,40,0,0,false,0,0,suros,,,Pinpoint Slug Frame*,Corkscrew Rifling*,Full Bore,Assault Mag*,Accurized Rounds,Auto-Loading Holster*,Demolitionist,Surrounded*,Kill Tracker,Tier 2: Reload Speed*,,,,,,,,,
Folded Root,2725894221,"""6917530188847013673""",,Legendary,4,Rocket Launcher,reclaim,Power,Void,heavy,415,Aggressive Frame,Handling,2,Vault,false,false,false,8,27,,59,28,0,0,20,26,74,0,37,25,62,1,16,0,0,0,0,0,0,0,0,7,37,0,0,false,0,0,,,,Aggressive Frame*,Volatile Launch*,Countermass,Implosion Rounds*,Impact Casing,Lead From Light*,Ambitious Assassin,Multikill Clip*,Bipod,Tenacity*,Kill Tracker,Tier 2: Handling*,,,,,,,
Folded Root,2725894221,"""6917530188847014008""",,Legendary,4,Rocket Launcher,reclaim,Power,Void,heavy,415,Aggressive Frame,Reload Speed,2,Vault,false,false,false,8,27,,59,28,0,0,20,31,69,0,36,25,75,1,19,0,0,0,0,0,0,0,0,7,37,0,0,false,0,0,,,,Aggressive Frame*,Confined Launch*,Quick Launch,High-Velocity Rounds*,Impact Casing,Cluster Bomb*,Danger Zone,Multikill Clip*,Bipod,Tenacity*,Kill Tracker,Tier 2: Reload Speed*,,,,,,,
Folded Root,3184457502,"""6917530192910321093""",,Legendary,5,Rocket Launcher,,Power,Void,heavy,468,Aggressive Frame,Reload Speed,1,Vault,false,false,true,8,27,,59,28,0,0,20,21,69,0,52,25,63,1,19,0,0,0,0,0,0,0,0,7,37,0,0,false,0,0,,,,Aggressive Frame*,Confined Launch*,Smart Drift Control,Implosion Rounds*,Impact Casing,Lead From Light*,Danger Zone,Ambitious Assassin,Destabilizing Rounds*,Lasting Impression,Chain Reaction,Tenacity*,Kill Tracker,Tier 1: Reload Speed*,Sparks Everlasting*,,,,
